Isci_ID,Isci_Yas,Isci_Egitim,Isci_Tecrube,Isci_Tercih_Alanlari,Isci_Sehir,Isci_Ilce,Isci_Beklenen_Ucret,Ilan_ID,Firma_Adi,Ilan_Is_Alani,Ilan_Sehir,Ilan_Ilce,Ilan_Egitim_Gereksinimi,Ilan_Tecrube_Sarti,Ilan_Yas_Siniri,Ilan_Cinsiyet,Ilan_Konaklama,Ilan_Sigorta,Ilan_Ucret,Uygunluk
isci_0238,40,Lise,18,"Kayısı Hasadı, Çay Hasadı, Toprak İşleme",Mardin,Artuklu,33937,ilan_0238,Firma_59,Sera Bakımı,Bolu,Merkez,Lise,4,21-41,Erkek,Yok,Var,53317,1.0
isci_0239,36,Lise,2,Çay Hasadı,Aksaray,Merkez,39330,ilan_0239,Firma_58,Toprak İşleme,Aydın,Nazilli,Üniversite,3,20-53,Farketmez,Yok,Yok,21119,0.3
isci_0240,21,Lise,2,Pamuk Toplama,Kilis,Musabeyli,44908,ilan_0240,Firma_11,Limon Hasadı,Iğdır,Tuzluca,İlkokul,10,26-47,Farketmez,Yok,Yok,19337,0.0
isci_0241,37,İlkokul,1,"Elma Toplama, Kiraz Hasadı, Çapa",Balıkesir,Merkez,28642,ilan_0241,Firma_76,Toprak İşleme,Ankara,Çankaya,Lise,5,26-52,Farketmez,Yok,Var,44750,0.6
isci_0242,49,Lise,2,"Kayısı Hasadı, Kiraz Hasadı",Trabzon,Yomra,22807,ilan_0242,Firma_95,Toprak İşleme,Gümüşhane,Merkez,Ortaokul,0,27-45,Bayan,Var,Yok,21830,0.2
isci_0243,39,İlkokul,9,Pamuk Toplama,Çankırı,Merkez,45447,ilan_0243,Firma_17,Pamuk Toplama,Kırıkkale,Merkez,Üniversite,5,18-41,Bayan,Var,Var,48930,0.8
isci_0244,34,Ortaokul,5,"Çapa, Ürün Hasadı, Ceviz Hasadı",Bolu,Gerede,59803,ilan_0244,Firma_76,Limon Hasadı,Antalya,Muratpaşa,Üniversite,9,27-43,Farketmez,Var,Var,57869,0.3
isci_0245,39,İlkokul,1,"Pamuk Toplama, Kiraz Hasadı",Erzurum,Palandöken,39473,ilan_0245,Firma_84,Limon Hasadı,Çanakkale,Merkez,İlkokul,0,20-44,Erkek,Yok,Var,53822,1.0
isci_0246,44,Ortaokul,8,Çapa,Diyarbakır,Bağlar,57600,ilan_0246,Firma_39,Çay Hasadı,Çankırı,Merkez,İlkokul,4,23-52,Farketmez,Var,Yok,35508,0.5
isci_0247,25,İlkokul,13,"Pamuk Toplama, Ceviz Hasadı",Bayburt,Demirözü,36102,ilan_0247,Firma_47,Çapa,Ardahan,Göle,Üniversite,2,29-55,Farketmez,Var,Var,38494,0.5
isci_0248,38,Lise,13,"Pamuk Toplama, Ürün Hasadı",Diyarbakır,Kayapınar,54931,ilan_0248,Firma_54,Sera Bakımı,Diyarbakır,Bağlar,İlkokul,0,25-40,Farketmez,Yok,Yok,51183,0.5
isci_0249,49,Lise,17,Fidan Dikimi,Gümüşhane,Kelkit,20219,ilan_0249,Firma_64,Kayısı Hasadı,Malatya,Battalgazi,Üniversite,2,30-41,Erkek,Yok,Var,59824,0.5
isci_0250,18,Üniversite,11,"Kayısı Hasadı, Kiraz Hasadı, Sera Bakımı",Siirt,Kurtalan,26218,ilan_0250,Firma_42,Elma Toplama,Mardin,Artuklu,Üniversite,1,22-48,Bayan,Yok,Var,19681,0.4
isci_0251,48,Üniversite,13,Toprak İşleme,Muğla,Menteşe,41706,ilan_0251,Firma_84,Kiraz Hasadı,Afyonkarahisar,Bolvadin,Lise,7,22-51,Farketmez,Yok,Var,29360,0.5
isci_0252,27,Lise,19,"Çapa, Ceviz Hasadı, Çay Hasadı",Çanakkale,Merkez,23259,ilan_0252,Firma_16,Çapa,Bayburt,Demirözü,İlkokul,9,23-47,Bayan,Var,Var,20935,0.5
isci_0253,39,Ortaokul,9,Sera Bakımı,Mardin,Artuklu,23650,ilan_0253,Firma_15,Elma Toplama,Edirne,Keşan,Ortaokul,9,23-40,Bayan,Var,Yok,25232,1.0
isci_0254,27,Lise,10,"Çay Hasadı, Elma Toplama, Fidan Dikimi",Kilis,Merkez,54377,ilan_0254,Firma_22,Toprak İşleme,Tekirdağ,Çorlu,Üniversite,5,29-55,Bayan,Yok,Yok,45272,0.2
isci_0255,56,İlkokul,20,Kiraz Hasadı,Afyonkarahisar,Sandıklı,55362,ilan_0255,Firma_41,Elma Toplama,Kırıkkale,Keskin,Üniversite,10,24-44,Farketmez,Var,Yok,33325,0.2
isci_0256,46,Ortaokul,14,"Ürün Hasadı, Kayısı Hasadı",Uşak,Banaz,46778,ilan_0256,Firma_27,Kiraz Hasadı,Kahramanmaraş,Elbistan,İlkokul,1,23-59,Erkek,Var,Var,55818,0.8
isci_0257,29,Lise,4,Sera Bakımı,Şırnak,Merkez,46262,ilan_0257,Firma_96,Limon Hasadı,Balıkesir,Edremit,İlkokul,8,29-53,Farketmez,Yok,Yok,42377,0.3
isci_0258,56,Üniversite,7,"Ceviz Hasadı, Kayısı Hasadı, Limon Hasadı",Bartın,Amasra,55171,ilan_0258,Firma_43,Kayısı Hasadı,Hakkari,Merkez,İlkokul,9,25-43,Erkek,Var,Yok,52319,0.0
isci_0259,36,İlkokul,4,"Limon Hasadı, Kayısı Hasadı",Mardin,Artuklu,36663,ilan_0259,Firma_21,Ceviz Hasadı,Malatya,Yeşilyurt,İlkokul,7,22-43,Bayan,Yok,Yok,52303,0.8
isci_0260,49,Lise,3,"Kayısı Hasadı, Sera Bakımı",Bartın,Kurucaşile,32898,ilan_0260,Firma_96,Limon Hasadı,Bartın,Merkez,Üniversite,3,29-45,Erkek,Yok,Yok,50902,0.5
isci_0261,27,Ortaokul,2,"Fidan Dikimi, Limon Hasadı, Kayısı Hasadı",Niğde,Bor,54317,ilan_0261,Firma_25,Toprak İşleme,Osmaniye,Düziçi,Üniversite,5,22-57,Farketmez,Var,Yok,52995,0.3
isci_0262,19,İlkokul,17,Kiraz Hasadı,Aydın,Efeler,37307,ilan_0262,Firma_65,Pamuk Toplama,Van,İpekyolu,İlkokul,2,21-44,Erkek,Var,Var,34163,0.4
isci_0263,40,Lise,0,Fidan Dikimi,Erzurum,Aziziye,56893,ilan_0263,Firma_80,Kiraz Hasadı,Düzce,Cumayeri,İlkokul,4,29-57,Erkek,Var,Yok,26782,0.3
isci_0264,35,Lise,18,Kiraz Hasadı,Kilis,Musabeyli,33941,ilan_0264,Firma_41,Ceviz Hasadı,Yozgat,Sorgun,İlkokul,3,23-60,Farketmez,Yok,Yok,42769,0.8
isci_0265,57,Lise,20,Fidan Dikimi,Iğdır,Aralık,23545,ilan_0265,Firma_99,Ceviz Hasadı,Elazığ,Merkez,Lise,5,20-59,Bayan,Yok,Var,38581,1.0
isci_0266,44,Üniversite,0,"Ceviz Hasadı, Limon Hasadı, Sera Bakımı",Kars,Sarıkamış,33957,ilan_0266,Firma_43,Çapa,Kocaeli,Darıca,Ortaokul,4,23-56,Bayan,Var,Var,47962,0.6
isci_0267,38,Ortaokul,9,Kayısı Hasadı,İzmir,Bornova,47905,ilan_0267,Firma_100,Çapa,Mersin,Yenişehir,Lise,5,18-45,Farketmez,Yok,Yok,22337,0.5
isci_0268,28,Ortaokul,17,"Pamuk Toplama, Fidan Dikimi",Bursa,Nilüfer,54401,ilan_0268,Firma_62,Ceviz Hasadı,Denizli,Pamukkale,Ortaokul,5,25-45,Bayan,Var,Var,52443,0.7
isci_0269,38,İlkokul,6,"Ceviz Hasadı, Sera Bakımı, Çapa",Gaziantep,Nizip,58506,ilan_0269,Firma_23,Toprak İşleme,Sakarya,Serdivan,Ortaokul,1,27-41,Bayan,Yok,Yok,43613,0.5
isci_0270,35,Ortaokul,14,"Toprak İşleme, Ürün Hasadı, Ceviz Hasadı",Kütahya,Simav,24262,ilan_0270,Firma_88,Sera Bakımı,Ağrı,Patnos,Lise,1,18-57,Erkek,Var,Yok,40342,0.8
isci_0271,22,Lise,4,Kayısı Hasadı,Yalova,Çınarcık,43841,ilan_0271,Firma_24,Çapa,Bartın,Amasra,Üniversite,5,21-52,Erkek,Var,Yok,36929,0.3
isci_0272,18,Lise,0,"Çay Hasadı, Elma Toplama",Niğde,Çiftlik,59699,ilan_0272,Firma_44,Çay Hasadı,Iğdır,Tuzluca,Ortaokul,5,23-56,Farketmez,Yok,Yok,25792,0.0
isci_0273,27,Üniversite,20,"Kayısı Hasadı, Fidan Dikimi, Çay Hasadı",Uşak,Eşme,40557,ilan_0273,Firma_9,Fidan Dikimi,Bingöl,Solhan,Lise,2,25-50,Farketmez,Var,Yok,47443,0.8
isci_0274,48,Lise,5,"Sera Bakımı, Ceviz Hasadı, Elma Toplama",Karaman,Merkez,52581,ilan_0274,Firma_97,Ürün Hasadı,Mardin,Kızıltepe,Üniversite,10,18-47,Erkek,Yok,Yok,55988,0.3
isci_0275,40,Ortaokul,14,"Fidan Dikimi, Ceviz Hasadı, Kiraz Hasadı",Bursa,Osmangazi,28209,ilan_0275,Firma_18,Çay Hasadı,Bursa,Nilüfer,İlkokul,6,21-50,Farketmez,Yok,Yok,27122,0.5
isci_0276,30,Lise,5,"Kayısı Hasadı, Kiraz Hasadı, Fidan Dikimi",Rize,Çayeli,51859,ilan_0276,Firma_27,Kayısı Hasadı,Adıyaman,Besni,Ortaokul,1,23-42,Bayan,Yok,Yok,44001,0.5
isci_0277,30,Lise,4,"Limon Hasadı, Fidan Dikimi, Kayısı Hasadı",Ordu,Ünye,38954,ilan_0277,Firma_95,Ürün Hasadı,Edirne,Uzunköprü,İlkokul,10,19-54,Erkek,Var,Var,29451,0.3
isci_0278,34,Ortaokul,15,"Fidan Dikimi, Kiraz Hasadı, Ürün Hasadı",Ankara,Yenimahalle,33834,ilan_0278,Firma_7,Pamuk Toplama,Tunceli,Nazımiye,İlkokul,10,28-44,Farketmez,Var,Yok,48809,0.8
isci_0279,25,Lise,15,"Toprak İşleme, Fidan Dikimi, Limon Hasadı",Mardin,Midyat,41618,ilan_0279,Firma_36,Sera Bakımı,Balıkesir,Merkez,Ortaokul,9,27-52,Farketmez,Var,Var,57667,0.5
isci_0280,46,İlkokul,20,"Ceviz Hasadı, Elma Toplama",Çanakkale,Biga,23496,ilan_0280,Firma_94,Limon Hasadı,Tunceli,Merkez,Üniversite,1,27-51,Farketmez,Yok,Yok,29158,0.8
isci_0281,56,Üniversite,0,"Elma Toplama, Pamuk Toplama",Trabzon,Ortahisar,46253,ilan_0281,Firma_33,Kiraz Hasadı,Çanakkale,Merkez,Lise,4,19-57,Bayan,Var,Yok,46024,0.3
isci_0282,52,Ortaokul,10,"Ceviz Hasadı, Limon Hasadı, Pamuk Toplama",Amasya,Merkez,48849,ilan_0282,Firma_18,Elma Toplama,Malatya,Battalgazi,Lise,9,18-40,Bayan,Var,Yok,48833,0.2
isci_0283,20,Lise,10,"Pamuk Toplama, Ürün Hasadı",Sinop,Ayancık,20859,ilan_0283,Firma_22,Çay Hasadı,Gaziantep,Şahinbey,Ortaokul,6,23-40,Bayan,Yok,Yok,48295,0.5
isci_0284,58,Üniversite,6,Kiraz Hasadı,Manisa,Yunusemre,24651,ilan_0284,Firma_82,Ürün Hasadı,Sivas,Şarkışla,Lise,7,27-43,Farketmez,Yok,Var,50383,0.3
isci_0285,33,Lise,6,"Toprak İşleme, Ceviz Hasadı, Pamuk Toplama",Hatay,İskenderun,53991,ilan_0285,Firma_24,Limon Hasadı,Afyonkarahisar,Bolvadin,Lise,2,29-41,Farketmez,Yok,Var,58754,1.0
isci_0286,50,İlkokul,2,"Sera Bakımı, Toprak İşleme, Ceviz Hasadı",Çanakkale,Biga,50349,ilan_0286,Firma_15,Kiraz Hasadı,Kars,Merkez,Ortaokul,2,20-40,Farketmez,Var,Yok,52517,0.5
isci_0287,47,Lise,1,"Fidan Dikimi, Çapa",Karaman,Ayrancı,57355,ilan_0287,Firma_40,Pamuk Toplama,Hatay,Antakya,Lise,0,30-50,Bayan,Yok,Yok,25696,0.7
isci_0288,54,İlkokul,17,"Ürün Hasadı, Pamuk Toplama",Rize,Çayeli,48498,ilan_0288,Firma_73,Çapa,Hatay,Antakya,İlkokul,5,28-46,Farketmez,Var,Var,23397,0.4
isci_0289,54,Üniversite,19,"Kiraz Hasadı, Pamuk Toplama",Malatya,Doğanşehir,55651,ilan_0289,Firma_28,Kiraz Hasadı,Siirt,Merkez,Lise,2,25-42,Erkek,Yok,Var,43997,0.2
isci_0290,34,Üniversite,19,"Limon Hasadı, Toprak İşleme, Ürün Hasadı",Elazığ,Keban,22275,ilan_0290,Firma_96,Kiraz Hasadı,Mersin,Yenişehir,Lise,0,25-58,Bayan,Var,Var,50957,0.8
isci_0291,28,Ortaokul,3,"Toprak İşleme, Ceviz Hasadı",Elazığ,Keban,45803,ilan_0291,Firma_44,Elma Toplama,Mardin,Kızıltepe,Ortaokul,5,24-41,Erkek,Yok,Var,42966,0.5
isci_0292,24,Ortaokul,3,"Kiraz Hasadı, Fidan Dikimi, Ceviz Hasadı",Adana,Seyhan,22301,ilan_0292,Firma_61,Pamuk Toplama,Adana,Çukurova,Ortaokul,0,18-42,Erkek,Var,Yok,48333,1.0
isci_0293,53,Üniversite,2,"Çapa, Toprak İşleme, Elma Toplama",Kahramanmaraş,Onikişubat,20557,ilan_0293,Firma_74,Toprak İşleme,Bolu,Merkez,Ortaokul,7,27-40,Erkek,Yok,Var,28359,0.3
isci_0294,38,İlkokul,11,"Elma Toplama, Ceviz Hasadı, Çapa",Tunceli,Merkez,24600,ilan_0294,Firma_21,Kayısı Hasadı,Bartın,Amasra,İlkokul,8,19-60,Erkek,Var,Var,18068,0.7
isci_0295,39,Lise,17,Kiraz Hasadı,Tekirdağ,Kapaklı,49190,ilan_0295,Firma_15,Sera Bakımı,Çorum,Merkez,Üniversite,3,19-48,Bayan,Yok,Var,39304,0.5
isci_0296,60,Üniversite,20,"Ürün Hasadı, Toprak İşleme, Ceviz Hasadı",Hakkari,Yüksekova,29072,ilan_0296,Firma_21,Kayısı Hasadı,Artvin,Arhavi,Üniversite,5,18-50,Erkek,Yok,Yok,26197,0.4
isci_0297,56,İlkokul,12,"Çay Hasadı, Çapa",Tekirdağ,Kapaklı,47259,ilan_0297,Firma_43,Toprak İşleme,Mersin,Mezitli,Üniversite,2,19-45,Farketmez,Yok,Yok,52745,0.5
isci_0298,22,Ortaokul,9,"Fidan Dikimi, Sera Bakımı",Adıyaman,Kahta,53894,ilan_0298,Firma_78,Pamuk Toplama,Erzincan,Kemaliye,İlkokul,8,23-41,Erkek,Yok,Var,22452,0.2
isci_0299,54,Lise,11,"Limon Hasadı, Çay Hasadı, Kiraz Hasadı",Şırnak,Cizre,52999,ilan_0299,Firma_19,Limon Hasadı,Kars,Merkez,Ortaokul,0,29-60,Farketmez,Var,Var,23123,0.5
isci_0300,60,İlkokul,20,Limon Hasadı,Bayburt,Demirözü,44730,ilan_0300,Firma_34,Kiraz Hasadı,Adıyaman,Kahta,İlkokul,4,24-44,Bayan,Var,Var,27775,0.4
isci_0301,59,Lise,13,"Ceviz Hasadı, Kayısı Hasadı, Limon Hasadı",Aksaray,Merkez,39271,ilan_0301,Firma_8,Elma Toplama,İzmir,Konak,Üniversite,7,25-58,Erkek,Var,Var,50947,0.5
isci_0302,46,Lise,0,"Kayısı Hasadı, Çay Hasadı, Fidan Dikimi",Ardahan,Göle,41992,ilan_0302,Firma_94,Elma Toplama,Kahramanmaraş,Dulkadiroğlu,Üniversite,8,22-44,Erkek,Var,Yok,42691,0.3
isci_0303,28,Ortaokul,12,"Çapa, Ceviz Hasadı",Sivas,Zara,36363,ilan_0303,Firma_45,Sera Bakımı,İstanbul,Kadıköy,Lise,8,27-52,Bayan,Yok,Yok,44901,0.8
isci_0304,26,Ortaokul,14,Toprak İşleme,Elazığ,Merkez,36478,ilan_0304,Firma_100,Toprak İşleme,Kars,Kağızman,Üniversite,6,27-53,Erkek,Yok,Yok,23758,0.2
isci_0305,57,Ortaokul,17,Ceviz Hasadı,Düzce,Cumayeri,23804,ilan_0305,Firma_34,Sera Bakımı,Çanakkale,Merkez,Ortaokul,3,27-58,Bayan,Var,Var,21067,0.7
isci_0306,45,Lise,16,"Fidan Dikimi, Kiraz Hasadı, Toprak İşleme",Aydın,Efeler,22818,ilan_0306,Firma_27,Sera Bakımı,Kırıkkale,Delice,İlkokul,9,20-59,Erkek,Yok,Var,53789,0.8
isci_0307,39,İlkokul,11,"Çay Hasadı, Kayısı Hasadı, Fidan Dikimi",Kırşehir,Çiçekdağı,47620,ilan_0307,Firma_83,Kayısı Hasadı,Ardahan,Çıldır,Ortaokul,1,26-57,Erkek,Var,Yok,36582,0.5
isci_0308,53,İlkokul,1,"Sera Bakımı, Limon Hasadı",Osmaniye,Kadirli,26895,ilan_0308,Firma_98,Ürün Hasadı,Bartın,Kurucaşile,Ortaokul,2,28-44,Farketmez,Yok,Var,49057,0.3
isci_0309,44,Ortaokul,2,"Ceviz Hasadı, Toprak İşleme, Ürün Hasadı",Karabük,Eskipazar,21552,ilan_0309,Firma_10,Elma Toplama,Siirt,Kurtalan,Lise,7,19-44,Farketmez,Var,Var,40090,0.6
isci_0310,53,Ortaokul,4,"Kayısı Hasadı, Çapa",Kocaeli,Darıca,58585,ilan_0310,Firma_46,Fidan Dikimi,Düzce,Akçakoca,Ortaokul,2,25-59,Farketmez,Var,Yok,53661,0.7
isci_0311,36,Ortaokul,6,"Çay Hasadı, Elma Toplama, Toprak İşleme",Yozgat,Merkez,38553,ilan_0311,Firma_24,Toprak İşleme,Van,Erciş,Ortaokul,5,24-41,Bayan,Yok,Yok,36723,0.7
isci_0312,51,İlkokul,11,"Limon Hasadı, Fidan Dikimi, Ceviz Hasadı",Gaziantep,Şehitkamil,19212,ilan_0312,Firma_88,Ürün Hasadı,Denizli,Tavas,Lise,9,19-50,Farketmez,Yok,Var,31508,0.5
isci_0313,45,Ortaokul,14,"Toprak İşleme, Ceviz Hasadı",Kastamonu,Tosya,42798,ilan_0313,Firma_95,Çapa,Hakkari,Merkez,İlkokul,4,20-45,Farketmez,Var,Yok,26929,0.5
isci_0314,50,Lise,12,"Çay Hasadı, Toprak İşleme",Denizli,Pamukkale,32586,ilan_0314,Firma_49,Elma Toplama,Kırıkkale,Merkez,Lise,2,27-59,Farketmez,Yok,Yok,40711,1.0
isci_0315,26,Lise,16,"Toprak İşleme, Çay Hasadı",Çanakkale,Biga,34352,ilan_0315,Firma_30,Kayısı Hasadı,Sivas,Merkez,İlkokul,4,18-56,Bayan,Var,Var,51742,0.8
isci_0316,41,Üniversite,11,Çapa,Kırıkkale,Keskin,32267,ilan_0316,Firma_1,Çay Hasadı,Bolu,Mengen,İlkokul,9,27-52,Bayan,Yok,Yok,33679,0.8
isci_0317,35,Lise,4,"Ceviz Hasadı, Fidan Dikimi",Şanlıurfa,Eyyübiye,35808,ilan_0317,Firma_5,Çapa,Bolu,Gerede,Lise,4,27-41,Erkek,Yok,Var,17307,0.7
isci_0318,33,Üniversite,9,"Fidan Dikimi, Sera Bakımı",Kocaeli,Gebze,29920,ilan_0318,Firma_9,Limon Hasadı,Kütahya,Simav,Üniversite,4,22-58,Erkek,Yok,Var,17066,0.7
isci_0319,27,Lise,1,"Limon Hasadı, Çay Hasadı, Toprak İşleme",Bayburt,Merkez,32556,ilan_0319,Firma_72,Pamuk Toplama,Amasya,Suluova,Üniversite,1,20-58,Farketmez,Var,Var,24127,0.5
isci_0320,53,Ortaokul,6,"Sera Bakımı, Elma Toplama",Kırklareli,Merkez,59944,ilan_0320,Firma_40,Limon Hasadı,Aydın,Söke,İlkokul,7,25-50,Farketmez,Yok,Yok,37657,0.0
isci_0321,38,Üniversite,9,"Elma Toplama, Ceviz Hasadı, Fidan Dikimi",Muş,Varto,54074,ilan_0321,Firma_20,Pamuk Toplama,Osmaniye,Düziçi,Ortaokul,1,19-48,Bayan,Yok,Var,21036,0.5
isci_0322,32,İlkokul,6,"Fidan Dikimi, Ürün Hasadı, Toprak İşleme",Osmaniye,Kadirli,25658,ilan_0322,Firma_61,Çay Hasadı,Edirne,Uzunköprü,İlkokul,5,25-46,Erkek,Var,Var,21500,0.7
isci_0323,34,Ortaokul,4,"Limon Hasadı, Pamuk Toplama",Kahramanmaraş,Elbistan,52636,ilan_0323,Firma_57,Ceviz Hasadı,Erzurum,Aziziye,İlkokul,1,25-49,Erkek,Var,Var,20138,0.5
isci_0324,21,Ortaokul,2,"Elma Toplama, Kiraz Hasadı",Elazığ,Keban,54694,ilan_0324,Firma_34,Sera Bakımı,Hakkari,Şemdinli,Ortaokul,4,25-52,Erkek,Var,Yok,36273,0.2
isci_0325,40,Lise,7,Çay Hasadı,Kars,Sarıkamış,20065,ilan_0325,Firma_31,Ceviz Hasadı,Bayburt,Demirözü,Ortaokul,8,24-41,Farketmez,Var,Yok,59708,0.6
isci_0326,28,Ortaokul,0,"Elma Toplama, Çapa",Edirne,Uzunköprü,33038,ilan_0326,Firma_24,Elma Toplama,Tunceli,Pülümür,Üniversite,5,18-40,Bayan,Yok,Var,37693,0.6
isci_0327,29,Lise,10,"Fidan Dikimi, Pamuk Toplama, Ceviz Hasadı",Bilecik,Merkez,37126,ilan_0327,Firma_96,Ürün Hasadı,Bitlis,Merkez,Lise,7,30-56,Erkek,Var,Var,58572,0.7
isci_0328,58,Ortaokul,12,"Ürün Hasadı, Kayısı Hasadı, Elma Toplama",Ordu,Altınordu,25640,ilan_0328,Firma_19,Çay Hasadı,Çorum,Merkez,Üniversite,0,30-41,Bayan,Var,Var,57716,0.5
isci_0329,22,Ortaokul,13,"Fidan Dikimi, Ürün Hasadı, Çapa",Konya,Selçuklu,36751,ilan_0329,Firma_17,Ürün Hasadı,Batman,Merkez,İlkokul,1,25-59,Bayan,Var,Yok,58012,0.5
isci_0330,41,Üniversite,1,Ceviz Hasadı,Edirne,Uzunköprü,39307,ilan_0330,Firma_28,Ürün Hasadı,Artvin,Hopa,Ortaokul,7,24-41,Farketmez,Yok,Yok,57416,0.6
isci_0331,38,İlkokul,20,"Ceviz Hasadı, Kayısı Hasadı, Elma Toplama",Muş,Malazgirt,50226,ilan_0331,Firma_72,Çay Hasadı,Trabzon,Akçaabat,Lise,10,21-59,Bayan,Yok,Var,47676,0.5
isci_0332,35,Ortaokul,11,Çapa,Aksaray,Merkez,21017,ilan_0332,Firma_41,Çapa,Bartın,Amasra,Lise,2,26-54,Erkek,Var,Var,47558,0.8
isci_0333,23,İlkokul,17,"Çay Hasadı, Kayısı Hasadı, Elma Toplama",Nevşehir,Avanos,36378,ilan_0333,Firma_82,Pamuk Toplama,Kütahya,Tavşanlı,Ortaokul,0,25-49,Farketmez,Var,Yok,23032,0.2
isci_0334,47,Üniversite,6,"Ceviz Hasadı, Kayısı Hasadı",Bingöl,Merkez,55027,ilan_0334,Firma_37,Kiraz Hasadı,Trabzon,Akçaabat,Ortaokul,1,18-41,Farketmez,Var,Var,40259,0.2
isci_0335,38,Ortaokul,0,Çapa,Uşak,Merkez,37456,ilan_0335,Firma_2,Toprak İşleme,Yalova,Çınarcık,İlkokul,2,30-52,Erkek,Yok,Yok,44376,0.6
isci_0336,38,Üniversite,0,Sera Bakımı,Kütahya,Merkez,18288,ilan_0336,Firma_7,Fidan Dikimi,Nevşehir,Merkez,İlkokul,1,27-48,Bayan,Var,Yok,58130,0.6
isci_0337,57,Lise,1,"Kiraz Hasadı, Kayısı Hasadı, Fidan Dikimi",Artvin,Merkez,55372,ilan_0337,Firma_10,Pamuk Toplama,Rize,Merkez,İlkokul,7,29-56,Erkek,Yok,Yok,48744,0.0
isci_0338,32,Ortaokul,16,"Fidan Dikimi, Çapa",Bartın,Merkez,30564,ilan_0338,Firma_19,Ceviz Hasadı,Gümüşhane,Şiran,Üniversite,2,24-48,Erkek,Var,Yok,24707,0.5
isci_0339,19,İlkokul,20,Kiraz Hasadı,Sakarya,Adapazarı,32045,ilan_0339,Firma_1,Sera Bakımı,Muş,Varto,İlkokul,4,18-50,Bayan,Yok,Yok,28791,0.7
isci_0340,31,Ortaokul,16,"Toprak İşleme, Kayısı Hasadı, Kiraz Hasadı",Düzce,Cumayeri,46654,ilan_0340,Firma_86,Sera Bakımı,Ardahan,Merkez,Lise,7,24-55,Farketmez,Var,Yok,42246,0.5
isci_0341,27,Ortaokul,5,Kiraz Hasadı,İzmir,Bornova,31988,ilan_0341,Firma_13,Pamuk Toplama,Gümüşhane,Şiran,Üniversite,10,28-44,Farketmez,Yok,Yok,30864,0.0
isci_0342,45,İlkokul,12,"Ceviz Hasadı, Toprak İşleme, Çay Hasadı",Düzce,Akçakoca,20773,ilan_0342,Firma_94,Fidan Dikimi,Amasya,Merkez,Üniversite,4,26-53,Farketmez,Yok,Yok,40441,0.8
isci_0343,34,İlkokul,10,"Sera Bakımı, Elma Toplama",İstanbul,Kadıköy,39455,ilan_0343,Firma_73,Sera Bakımı,Mardin,Artuklu,Ortaokul,10,23-52,Erkek,Yok,Var,27059,0.5
isci_0344,34,Ortaokul,9,Toprak İşleme,Kırıkkale,Merkez,46012,ilan_0344,Firma_86,Ceviz Hasadı,Kırklareli,Merkez,Üniversite,7,25-45,Bayan,Yok,Yok,29057,0.5
isci_0345,37,Ortaokul,17,"Pamuk Toplama, Ceviz Hasadı",Tunceli,Merkez,48338,ilan_0345,Firma_77,Kayısı Hasadı,Bitlis,Tatvan,İlkokul,0,26-40,Farketmez,Var,Yok,49566,0.8
isci_0346,35,Üniversite,5,"Ürün Hasadı, Çay Hasadı, Kiraz Hasadı",Erzurum,Aziziye,32408,ilan_0346,Firma_27,Çay Hasadı,Gaziantep,Şahinbey,Ortaokul,4,23-51,Erkek,Var,Yok,30965,0.5
isci_0347,37,İlkokul,5,"Fidan Dikimi, Kiraz Hasadı, Ceviz Hasadı",Hakkari,Yüksekova,53172,ilan_0347,Firma_36,Toprak İşleme,Konya,Meram,Ortaokul,1,22-59,Bayan,Var,Var,44516,0.5
isci_0348,53,Ortaokul,7,"Çapa, Limon Hasadı",Ağrı,Patnos,25574,ilan_0348,Firma_32,Fidan Dikimi,Trabzon,Akçaabat,Üniversite,4,20-52,Bayan,Var,Var,49955,0.5
isci_0349,29,İlkokul,1,"Toprak İşleme, Elma Toplama, Fidan Dikimi",Afyonkarahisar,Sandıklı,50656,ilan_0349,Firma_38,Çapa,Trabzon,Ortahisar,Üniversite,10,29-47,Erkek,Yok,Yok,23355,0.3
isci_0350,51,Lise,19,"Çay Hasadı, Pamuk Toplama, Limon Hasadı",Kilis,Elbeyli,47054,ilan_0350,Firma_13,Ürün Hasadı,Kastamonu,Tosya,İlkokul,2,20-51,Farketmez,Var,Yok,48084,0.8
isci_0351,32,Ortaokul,0,"Çapa, Sera Bakımı",Şırnak,Silopi,41949,ilan_0351,Firma_35,Kayısı Hasadı,Manisa,Yunusemre,Ortaokul,10,20-60,Erkek,Yok,Var,22838,0.5
isci_0352,46,Lise,6,"Sera Bakımı, Ceviz Hasadı, Fidan Dikimi",Çanakkale,Biga,32852,ilan_0352,Firma_93,Toprak İşleme,Antalya,Kepez,Lise,6,20-60,Farketmez,Yok,Var,44949,1.0
isci_0353,30,Ortaokul,17,"Toprak İşleme, Limon Hasadı",Hatay,Antakya,17476,ilan_0353,Firma_47,Elma Toplama,Giresun,Espiye,Üniversite,3,22-59,Farketmez,Var,Var,54261,0.8
isci_0354,59,Ortaokul,17,"Çapa, Fidan Dikimi, Pamuk Toplama",Sakarya,Adapazarı,58043,ilan_0354,Firma_70,Kayısı Hasadı,Diyarbakır,Sur,Ortaokul,5,20-59,Erkek,Yok,Var,28675,0.7
